"flex href","_1cnjm src","box-border","line-clamp-[--maxLines]","flex","box-border 2","inline-flex","relative","relative 2","relative 3","relative 4","text-caption"
"https://www.leboncoin.fr/ad/voitures/2833638300","","","Toyota Aygo version X-play Apple CarPlay","9 900 €","Pack Sérénité","202036700 kmEssenceManuelle","2020","36700 km","Essence","Manuelle","Béthune 62400"
"https://www.leboncoin.fr/ad/voitures/2822163607","","","Opel Corsa Edition 1.2 année 2020","9 900 €","Pack Sérénité","202034000 kmEssenceManuelle","2020","34000 km","Essence","Manuelle","Bitche 57230"
"https://www.leboncoin.fr/ad/voitures/2830733121","","","Citroen c3","9 900 €","Pack Sérénité","202072000 kmEssenceManuelle","2020","72000 km","Essence","Manuelle","Grand-Couronne 76530 Les Essarts"
"https://www.leboncoin.fr/ad/voitures/2826232511","","","Citroën C3 1.2 Puretech 82 Shine","9 900 €","Pack Sérénité","202060600 kmEssenceManuelle","2020","60600 km","Essence","Manuelle","Viuz-en-Sallaz 74250"
"https://www.leboncoin.fr/ad/voitures/2825162972","","","Citroën C3 noir 5 portes 110 cv BVM6 Feel pack","9 900 €","Pack Sérénité","202076000 kmEssenceManuelle","2020","76000 km","Essence","Manuelle","Montluel 01120"
"https://www.leboncoin.fr/ad/voitures/2819194815","","","Peugeot 208","9 900 €","Pack Sérénité","202068000 kmEssenceManuelle","2020","68000 km","Essence","Manuelle","Le Mans 72000"
"https://www.leboncoin.fr/ad/voitures/2814175106","","Pro","PEUGEOT 208 1.2 75 ch ACTIVE BUSINESS LED","9 900 €","","202171000 kmEssenceManuelle","2021","71000 km","Essence","Manuelle","Lançon-Provence 13680"
"https://www.leboncoin.fr/ad/voitures/2813853149","","","Clio 5 business full option","9 900 €","Pack Sérénité","202075400 kmEssenceManuelle","2020","75400 km","Essence","Manuelle","Sallanches 74700"
"https://www.leboncoin.fr/ad/voitures/2716159253","","","Renault Twingo III","9 900 €","","202035500 kmEssenceManuelle","2020","35500 km","Essence","Manuelle","Breteil 35160"
"https://www.leboncoin.fr/ad/voitures/2699846041","","","Renaud twingo ||| 1.0l 65ch zen","9 900 €","Pack Sérénité","202131397 kmEssenceManuelle","2021","31397 km","Essence","Manuelle","Valence 26000"
"https://www.leboncoin.fr/ad/voitures/2776828337","","","Clio generation tce 75 ct ok","9 900 €","Pack Sérénité","202079000 kmEssenceManuelle","2020","79000 km","Essence","Manuelle","Roanne 42300"
"https://www.leboncoin.fr/ad/voitures/2770106402","","","Twingo 3","9 900 €","Pack Sérénité","202058000 kmEssenceManuelle","2020","58000 km","Essence","Manuelle","Boulbon 13150"
"https://www.leboncoin.fr/ad/voitures/2768923310","","","A vendre Citroën C3 Feel Pack","9 900 €","Pack Sérénité","202139200 kmEssenceManuelle","2021","39200 km","Essence","Manuelle","Le Val-Saint-Germain 91530"
"https://www.leboncoin.fr/ad/voitures/2825116467","","","Citroën C3 aircross","9 950 €","Paiement sécurisé","202062000 kmEssenceManuelle","2020","62000 km","Essence","Manuelle","La Madeleine 59110"
"https://www.leboncoin.fr/ad/voitures/2792878761","","Pro","RENAULT TWINGO Sce 65 ZEN","9 950 €","","202154000 kmEssenceManuelle","2021","54000 km","Essence","Manuelle","Cerizay 79140"
"https://www.leboncoin.fr/ad/voitures/2789051437","","","Peugeot 308 1.5 Hdi 130cv EAT8 1ere main","9 950 €","Pack Sérénité","2020164000 kmDieselAutomatique","2020","164000 km","Diesel","Automatique","Metz 57000"
"https://www.leboncoin.fr/ad/voitures/2799625413","","Pro","Twingo zen sce 65 cv radar-clim gtie 12 mois","9 980 €","","202124191 kmEssenceManuelle","2021","24191 km","Essence","Manuelle","Saint-Laurent-Nouan 41220"
"https://www.leboncoin.fr/ad/voitures/2810782034","","Pro","Dacia Sandero SCe Essentiel / Media display CARPLAY / 1 ère Main","9 980 €","","202138600 kmEssenceManuelle","2021","38600 km","Essence","Manuelle","Roanne 42300"
"https://www.leboncoin.fr/ad/voitures/2730113635","","Pro","PEUGEOT 308 1.2 110 CH ACTIVE business","","","2021112932 kmEssenceManuelle","2021","112932 km","Essence","Manuelle","Fenouillet 31150"
"https://www.leboncoin.fr/ad/voitures/2827470633","","Pro","RENAULT TWINGO SCe 75CV LIMITED","9 990 €","","202015000 kmEssenceManuelle","2020","15000 km","Essence","Manuelle","Lisses 91090"
"https://www.leboncoin.fr/ad/voitures/2774438266","https://img.leboncoin.fr/api/v1/lbcpb1/images/1c/7a/ee/1c7aee65e9c94361fefdf9a3b128194e76e1ed5f.jpg?rule=ad-image","Pro","CITROËN C3 FEEL 1.2 VTI 82 - Garantie","","","202057662 kmEssenceManuelle","2020","57662 km","Essence","Manuelle","Saint-André-lez-Lille 59350"
"https://www.leboncoin.fr/ad/voitures/2691194328","https://img.leboncoin.fr/api/v1/lbcpb1/images/1d/7a/95/1d7a95a44a1071479d1d9eb96b1788dacae1143d.jpg?rule=ad-image","Pro","Fiat 500 1.0 70 ch Hybride BSG S/S Club (4 CV) 2020","9 990 €","","202052000 kmHybrideManuelle","2020","52000 km","Hybride","Manuelle","Poitiers 86000"
"https://www.leboncoin.fr/ad/voitures/2836205614","","Pro","Renault Twingo Life SCE 70ch","9 990 €","","202036852 kmEssenceManuelle","2020","36852 km","Essence","Manuelle","La Chapelle-Launay 44260"
"https://www.leboncoin.fr/ad/voitures/2836062073","","Pro","Aixam crossover emotion sans permis 2pl 1cv","9 990 €","","202044900 kmDieselAutomatique","2020","44900 km","Diesel","Automatique","Brindas 69126"
"https://www.leboncoin.fr/ad/voitures/2836000047","","","Citroën C3 PureTech 82ch Shine S&S","9 990 €","Pack Sérénité","202085000 kmEssenceManuelle","2020","85000 km","Essence","Manuelle","Château-Guibert 85320"
"https://www.leboncoin.fr/ad/voitures/2835624273","","","Citroen c1 s&s Camera,carplay/Android","9 990 €","Pack Sérénité","20226000 kmEssenceManuelle","2022","6000 km","Essence","Manuelle","Grenoble 38000"
"https://www.leboncoin.fr/ad/voitures/2790508649","","Pro","Kia Picanto ACTIVE 1.0 DPI 67CV","9 990 €","","202129457 kmEssenceManuelle","2021","29457 km","Essence","Manuelle","Bourgoin-Jallieu 38300"
"https://www.leboncoin.fr/ad/voitures/2830878615","","","Fiat fiat 500 1.0 70 bsg hybrid lounge","9 990 €","Pack Sérénité","202029000 kmHybrideManuelle","2020","29000 km","Hybride","Manuelle","Annecy 74000"
"https://www.leboncoin.fr/ad/voitures/2830810905","","Pro","FIAT 500 HYBRIDE 1.0 12v 69cv DOLCE VITA","9 990 €","","202180000 kmEssenceManuelle","2021","80000 km","Essence","Manuelle","Grenoble 38000"
"https://www.leboncoin.fr/ad/voitures/2794360120","","Pro","RENAULT TWINGO E-TECH ELECTRIQUE III 80ch TVA RECUPERABLE","9 990 €","","202134742 kmElectriqueAutomatique","2021","34742 km","Electrique","Automatique","Bondy 93140"
"https://www.leboncoin.fr/ad/voitures/2821193407","","Pro","✅ KIA RIO - 1.0 T-GDI 100Ch - Boite manuelle - Essence - CAMÉRA DE RECUL / RADARS DE RECUL / BLUETOOTH / CLIMATISATION / GPS / FEUX AUTO / VITRES ÉLEC / JANTES / AFFAIRE À SAISIR","9 990 €","","2020122500 kmEssenceManuelle","2020","122500 km","Essence","Manuelle","Aubagne 13400"
"https://www.leboncoin.fr/ad/voitures/2829167588","","","Citroen c3 nov 2020 tbe 43000kms","9 990 €","Pack Sérénité","202043000 kmEssenceManuelle","2020","43000 km","Essence","Manuelle","Dannes 62187"
"https://www.leboncoin.fr/ad/voitures/2786364997","","Pro","FIAT 500 POP 1.0 70 ch BSG - Origine FRANCE - Deuxième main - 52800 kms - 05/2020 - Climatisation - Régulateur de vitesse - Ecran tactile - En stock dispo immédiatement","","","202049999 kmEssenceManuelle","2020","49999 km","Essence","Manuelle","Port-Jérôme-sur-Seine 76330"
"https://www.leboncoin.fr/ad/voitures/2828330459","","","Mitsubishi, Space star","9 990 €","Paiement sécurisé","202318000 kmEssenceManuelle","2023","18000 km","Essence","Manuelle","Agen 47000"
"https://www.leboncoin.fr/ad/voitures/2827083746","","","Kia picanto 1.0 67ch Motion Neuve
Finition Motion 
Date de première immatriculation 23/07/2024
Kilométrage : 960km
Garantie Kia 7ans ou 150 000km 
Premier contact via Leboncoin","9 990 €","Paiement sécurisé","2024960 kmEssenceManuelle","2024","960 km","Essence","Manuelle","Orée d'Anjou 49530 Liré"
"https://www.leboncoin.fr/ad/voitures/2827049866","","","Vends twingo Zen sce 75","9 990 €","Pack Sérénité","20207904 kmEssenceManuelle","2020","7904 km","Essence","Manuelle","Sanary-sur-Mer 83110"
"https://www.leboncoin.fr/ad/voitures/2824386876","","Pro","Citroen c3 aircross 130 cv shine boite auto / 2020 / carplay / camera","9 990 €","","202095300 kmEssenceAutomatique","2020","95300 km","Essence","Automatique","Aix-en-Provence 13290 Les Milles"
"https://www.leboncoin.fr/ad/voitures/2741268998","","Pro","Renault twingoo iii tce 95 zen","9 990 €","","202040000 kmEssenceManuelle","2020","40000 km","Essence","Manuelle","Saint-Pierre-La-Noue 17700"
"https://www.leboncoin.fr/ad/voitures/2748132993","","","Twingo III 1.0 SCE 75 SIGNATURE","9 990 €","Pack Sérénité","202058200 kmEssenceManuelle","2020","58200 km","Essence","Manuelle","La Ville-du-Bois 91620"
"https://www.leboncoin.fr/ad/voitures/2776838345","","Pro","RENAULT CLIO V TCe 100 Business 🔥🚀","","","202072000 kmEssenceManuelle","2020","72000 km","Essence","Manuelle","Saint-Maximin 60740"
"https://www.leboncoin.fr/ad/voitures/2820157331","","","Renault Twingo 3 0.9 tce 95ch","9 990 €","Pack Sérénité","202044000 kmEssenceManuelle","2020","44000 km","Essence","Manuelle","Saint-Pierre-de-Mésage 38220"
"https://www.leboncoin.fr/ad/voitures/2724507998","","Pro","Twingo 3 zen sce 75","9 990 €","","202058021 kmEssenceManuelle","2020","58021 km","Essence","Manuelle","Grand-Champ 56390"
"https://www.leboncoin.fr/ad/voitures/2722481047","","Pro","TWINGO III (Phase 2) ZEN 1.0 SCE (CLIM-BLUETOOTH-RADAR ARRIERE-LIMITEUR DE VITESSE) AVEC 37 266 Km","9 990 €","","202137266 kmEssenceManuelle","2021","37266 km","Essence","Manuelle","Mamers 72600"
"https://www.leboncoin.fr/ad/voitures/2696211002","","Pro","A saisir opel corsa vi 1.2 75 edition 5p garantie 12 mois","","","202060027 kmEssenceManuelle","2020","60027 km","Essence","Manuelle","Évreux 27000"
"https://www.leboncoin.fr/ad/voitures/2806244611","","","Toyota Aygo X-Look","9 990 €","Pack Sérénité","202132500 kmEssenceManuelle","2021","32500 km","Essence","Manuelle","Saint-Christophe 17220"
"https://www.leboncoin.fr/ad/voitures/2805061035","","Pro","PEUGEOT 208 SOCIÉTÉ 5 Portes 75ch - CARPLAY - CLIMATISATION - BLUETOOH","9 990 €","","20212800 kmEssenceManuelle","2021","2800 km","Essence","Manuelle","Carrières-sur-Seine 78420"
"https://www.leboncoin.fr/ad/voitures/2769243854","","Pro","Opel Crossland X 1.2 83 ch Edition","","","202030000 kmEssenceManuelle","2020","30000 km","Essence","Manuelle","Vertou 44120"
"https://www.leboncoin.fr/ad/voitures/2794387038","","Pro","Citroen c3 pure tech 83 s&s bvm5 feel business","9 990 €","","202171000 kmEssenceManuelle","2021","71000 km","Essence","Manuelle","Essey-lès-Nancy 54270"
"https://www.leboncoin.fr/ad/voitures/2794111930","","Pro","Renault twingo III 1,0 sce 75 pack zen/1ere main/7000km","9 990 €","","20207000 kmEssenceManuelle","2020","7000 km","Essence","Manuelle","Salon-de-Provence 13300"
"https://www.leboncoin.fr/ad/voitures/2792633316","","","Fiat 500 Sport Hybride","9 990 €","Pack Sérénité","202155700 kmHybrideManuelle","2021","55700 km","Hybride","Manuelle","Vélizy-Villacoublay 78140"
"https://www.leboncoin.fr/ad/voitures/2777622376","","Pro","Twingo III (2) Sce 75 ZEN + radar","","","202038154 kmEssenceManuelle","2020","38154 km","Essence","Manuelle","Sablé-sur-Sarthe 72300"
"https://www.leboncoin.fr/ad/voitures/2789512174","","Pro","DACIA Sandero II Urban Stepway Phase 2 CLIMATISATION / ATTELAGE 1.0 SCe 12V 75 cv essence","9 990 €","","202035000 kmEssenceManuelle","2020","35000 km","Essence","Manuelle","Cornebarrieu 31700"
"https://www.leboncoin.fr/ad/voitures/2775589410","","Pro","Citroen c3 1.2 puretech 82 cv / 8255km garantie 24 mois europe","","","20208255 kmEssenceManuelle","2020","8255 km","Essence","Manuelle","Saint-Jean-d'Illac 33127"
"https://www.leboncoin.fr/ad/voitures/2783357033","","Pro","CITROËN C3 SHINE ESSENCE 5 places/34500km/apple carplay/2020","9 990 €","","202034500 kmEssenceManuelle","2020","34500 km","Essence","Manuelle","Mérignac 33700"
"https://www.leboncoin.fr/ad/voitures/2777433675","","Pro","Twingo 1.0 sce 75cv zen","9 990 €","","202030396 kmEssenceManuelle","2020","30396 km","Essence","Manuelle","Fains-Véel 55000 Fains-les-Sources"
"https://www.leboncoin.fr/ad/voitures/2766656326","https://img.leboncoin.fr/api/v1/lbcpb1/images/18/fb/2c/18fb2c12709daac0bd817c37a874ecee8aaf73a0.jpg?rule=ad-image","Pro","C1 live 72cv Faible Km","9 990 €","","202114350 kmEssenceManuelle","2021","14350 km","Essence","Manuelle","Lille 59160 Lomme"
"https://www.leboncoin.fr/ad/voitures/2655052513","https://img.leboncoin.fr/api/v1/lbcpb1/images/a7/b2/07/a7b2076dcc61ba72aaa109803dfde212cd47feb4.jpg?rule=ad-image","Pro","Toyota aygo ii (2) 1.0 vvt-i 72 x 5p","9 990 €","","202128436 kmEssenceManuelle","2021","28436 km","Essence","Manuelle","Melun 77000"
"https://www.leboncoin.fr/ad/voitures/2765791594","","","Dacia Sandero City +","9 990 €","Pack Sérénité","202027500 kmEssenceManuelle","2020","27500 km","Essence","Manuelle","Bonchamp-lès-Laval 53960"
"https://www.leboncoin.fr/ad/voitures/2765165171","","Pro","Twingo iii zen 1.0l tce 95cv","9 990 €","","202027600 kmEssenceManuelle","2020","27600 km","Essence","Manuelle","Luisant 28600"
"https://www.leboncoin.fr/ad/voitures/2835531133","","","Clio IV","9 999 €","Pack Sérénité","202032700 kmEssenceManuelle","2020","32700 km","Essence","Manuelle","La Hague 50460 Urville-Nacqueville"
"https://www.leboncoin.fr/ad/voitures/2825449784","","","Citroën C4 Cactus 110ch C-Series noire","9 999 €","Pack Sérénité","202080000 kmEssenceManuelle","2020","80000 km","Essence","Manuelle","Fronton 31620"
"https://www.leboncoin.fr/ad/voitures/2650221498","","","Peugeot 208","","Pack Sérénité","202071000 kmEssenceManuelle","2020","71000 km","Essence","Manuelle","Vitry-sur-Seine 94400"
"https://www.leboncoin.fr/ad/voitures/2822061271","","","Renault Twingo III blanche","9 999 €","Paiement sécurisé","202036500 kmEssenceManuelle","2020","36500 km","Essence","Manuelle","Fourques 66300"
"https://www.leboncoin.fr/ad/voitures/2774679574","","Pro","PEUGEOT 108 vti 72 Allure 5p s&s (Très faible kms )","9 999 €","","202013800 kmEssenceManuelle","2020","13800 km","Essence","Manuelle","Mélisey 70270"
"https://www.leboncoin.fr/ad/voitures/2774269567","","","Citroën C3","9 999 €","Pack Sérénité","202080000 kmEssenceManuelle","2020","80000 km","Essence","Manuelle","Visan 84820"
"https://www.leboncoin.fr/ad/voitures/2677374364","","","CITROEN C3 1.2 83ch Feel - 2021","","Pack Sérénité","202135639 kmEssenceManuelle","2021","35639 km","Essence","Manuelle","Marcq-en-Baroeul 59700"
"https://www.leboncoin.fr/ad/voitures/2822624866","","","Citroen c1","","Pack Sérénité","202025600 kmEssenceManuelle","2020","25600 km","Essence","Manuelle","Solaro 20240"
"https://www.leboncoin.fr/ad/voitures/2836095230","","","TWINGO 3/ 22000kms","10 000 €","Pack Sérénité","202122000 kmEssenceManuelle","2021","22000 km","Essence","Manuelle","Thonon-les-Bains 74200"
"https://www.leboncoin.fr/ad/voitures/2835743511","","","Dacia Sandero Urban Stepway","10 000 €","Pack Sérénité","202045000 kmEssenceManuelle","2020","45000 km","Essence","Manuelle","Dachstein 67120"
"https://www.leboncoin.fr/ad/voitures/2833395866","","","Peugeot 308 II 1.2 Puretech 110 Active","10 000 €","Pack Sérénité","202092000 kmEssenceManuelle","2020","92000 km","Essence","Manuelle","Mérignac 33700"
"https://www.leboncoin.fr/ad/voitures/2752915670","","","Dacia Duster","","Paiement sécurisé","2020131842 kmEssenceManuelle","2020","131842 km","Essence","Manuelle","Charbonnier-les-Mines 63340"
"https://www.leboncoin.fr/ad/voitures/2829974973","","","Toyota aygo 1.0 vvt 72 x play 5p 2021","","Pack Sérénité","202152000 kmEssenceManuelle","2021","52000 km","Essence","Manuelle","Hampont 57170"
"https://www.leboncoin.fr/ad/voitures/2828756031","","","Citroën c3","10 000 €","Pack Sérénité","202054000 kmEssenceManuelle","2020","54000 km","Essence","Manuelle","Saint-Priest 69800"
"https://www.leboncoin.fr/ad/voitures/2827482102","","","208 essence","10 000 €","Pack Sérénité","202026020 kmEssenceManuelle","2020","26020 km","Essence","Manuelle","Échirolles 38130"
"https://www.leboncoin.fr/ad/voitures/2822156558","","","Skoda Fabia 1.0 MPI Business","10 000 €","Pack Sérénité","202067000 kmEssenceManuelle","2020","67000 km","Essence","Manuelle","Marcq-en-Baroeul 59700"
"https://www.leboncoin.fr/ad/voitures/2821211378","","","Fiat Panda Hybride Sport MY21 - 26000km - 2021","10 000 €","Pack Sérénité","202126116 kmEssenceManuelle","2021","26116 km","Essence","Manuelle","Saint-Denis 93200"
"https://www.leboncoin.fr/ad/voitures/2818329161","","","Citroen C1","10 000 €","Pack Sérénité","202019000 kmEssenceManuelle","2020","19000 km","Essence","Manuelle","Saint-Étienne-de-Cuines 73130"
"https://www.leboncoin.fr/ad/voitures/2816077100","","","Ford fiesta éthanol","10 000 €","Pack Sérénité","2022155000 kmEssenceManuelle","2022","155000 km","Essence","Manuelle","Compiègne 60200"
"https://www.leboncoin.fr/ad/voitures/2739668703","","","Peugeot 208","","Pack Sérénité","202023500 kmEssenceManuelle","2020","23500 km","Essence","Manuelle","Villeneuve-Tolosane 31270"
"https://www.leboncoin.fr/ad/voitures/2813998907","","","Dacia Sandero gpl 2020","10 000 €","Pack Sérénité","202080000 kmGPLManuelle","2020","80000 km","GPL","Manuelle","Nort-sur-Erdre 44390"
"https://www.leboncoin.fr/ad/voitures/2730354988","","","FORD FIESTA COOL & CONNECT 5p","","Pack Sérénité","202160000 kmEssenceManuelle","2021","60000 km","Essence","Manuelle","Bordeaux 33000"
"https://www.leboncoin.fr/ad/voitures/2810410536","","","Vente Citroen C1","10 000 €","Pack Sérénité","202022000 kmEssenceManuelle","2020","22000 km","Essence","Manuelle","Tesson 17460"
"https://www.leboncoin.fr/ad/voitures/2808964320","","","Clio 4 90cv 84150km parfait état","10 000 €","Pack Sérénité","202084151 kmEssenceManuelle","2020","84151 km","Essence","Manuelle","Loos 59120"
"https://www.leboncoin.fr/ad/voitures/2808787545","","","Twingo","10 000 €","","202111200 kmEssenceManuelle","2021","11200 km","Essence","Manuelle","La Farlède 83210"
"https://www.leboncoin.fr/ad/voitures/2732910397","","","Clio IV","10 000 €","Pack Sérénité","20209000 kmEssenceManuelle","2020","9000 km","Essence","Manuelle","Cannes 06400 Carnot"
"https://www.leboncoin.fr/ad/voitures/2804214698","","","Citroën c3","10 000 €","Pack Sérénité","202061000 kmEssenceManuelle","2020","61000 km","Essence","Manuelle","Chambéry 73000"
"https://www.leboncoin.fr/ad/voitures/2718455547","","","Dacia Spring confort plus","","Paiement sécurisé","202223300 kmElectriqueAutomatique","2022","23300 km","Electrique","Automatique","Les Avenières Veyrins-Thuellin 38630"
"https://www.leboncoin.fr/ad/voitures/2794022941","","","Vends mitsubishi space star","10 000 €","Pack Sérénité","202171525 kmEssenceManuelle","2021","71525 km","Essence","Manuelle","Goderville 76110"
"https://www.leboncoin.fr/ad/voitures/2778332298","","","Opel corsa 2020","10 000 €","Pack Sérénité","202078000 kmEssenceManuelle","2020","78000 km","Essence","Manuelle","Aurillac 15000"
"https://www.leboncoin.fr/ad/voitures/2773209039","","","Opel corsa","10 000 €","Paiement sécurisé","202042000 kmEssenceManuelle","2020","42000 km","Essence","Manuelle","Agde 34300 Le Cap d'Agde"